#{"t_start": 1696907060.4400942, "env_id": "ALE/Breakout-v5"}
r,l,t
0.0,5,174.31545
0.0,5,174.366895
0.0,5,174.417655
2.0,23,174.60003
0.0,5,174.666921
0.0,5,174.736924
0.0,5,174.777924
0.0,5,174.817924
0.0,5,174.856925
0.0,5,174.902134
0.0,5,174.974512
0.0,5,175.049511
0.0,5,175.128312
0.0,5,175.185208
0.0,5,175.243208
2.0,23,175.420089
1.0,17,175.620004
0.0,5,175.672062
0.0,5,175.725169
0.0,5,175.76517
0.0,5,175.831269
0.0,5,175.882429
0.0,5,175.951505
2.0,23,176.15089
1.0,17,176.324243
0.0,5,176.403996
2.0,23,176.650312
0.0,5,176.693406
1.0,17,176.846218
0.0,5,176.887219
0.0,5,176.949221
2.0,23,177.191255
0.0,5,177.241255
0.0,5,177.297578
0.0,5,177.352086
0.0,5,177.421542
0.0,5,177.49403
0.0,5,177.539113
0.0,5,177.582114
2.0,23,177.806885
0.0,5,177.880392
2.0,23,178.078393
0.0,5,178.138395
0.0,5,178.190733
0.0,5,178.243734
0.0,5,178.313645
0.0,5,178.371676
0.0,5,178.458122
0.0,5,178.511681
2.0,23,178.737071
0.0,5,178.821036
0.0,5,178.874035
0.0,5,178.928088
2.0,23,179.134648
0.0,5,179.199648
0.0,5,179.250628
0.0,5,179.292744
2.0,23,179.515646
1.0,17,179.690531
1.0,17,179.889428
0.0,5,179.958564
2.0,23,180.195893
0.0,5,180.256324
0.0,5,180.317557
1.0,17,180.511987
0.0,5,180.571433
0.0,5,180.613434
0.0,5,180.655456
0.0,5,180.70545
0.0,5,180.754522
0.0,5,180.830524
0.0,5,180.903525
0.0,5,180.954976
2.0,23,181.183758
0.0,5,181.223758
2.0,23,181.429289
0.0,5,181.496283
0.0,5,181.559006
0.0,5,181.632176
1.0,17,181.772831
0.0,5,181.832903
0.0,5,181.875341
2.0,23,182.114711
0.0,5,182.166812
1.0,17,182.335175
0.0,5,182.385174
0.0,5,182.436245
0.0,5,182.487015
0.0,5,182.538614
0.0,5,182.588631
0.0,5,182.664819
0.0,5,182.729825
0.0,5,182.781934
0.0,5,182.842935
0.0,5,182.893523
0.0,5,182.958868
0.0,5,183.002867
0.0,5,183.044939
0.0,5,183.086012
0.0,5,183.124947
0.0,5,183.224052
2.0,23,183.486561
0.0,5,183.538821
0.0,5,183.607824
0.0,5,183.658676
0.0,5,183.727978
0.0,5,183.771978
0.0,5,183.815052
0.0,5,183.866053
0.0,5,183.923909
0.0,5,184.009556
0.0,5,184.086994
0.0,5,184.138565
0.0,5,184.190586
0.0,5,184.242672
0.0,5,184.302743
2.0,23,184.526789
0.0,5,184.578965
0.0,5,184.630034
0.0,5,184.694855
0.0,5,184.781021
0.0,5,184.834091
0.0,5,184.887252
0.0,5,184.948037
0.0,5,185.008559
0.0,5,185.090624
2.0,23,185.324589
0.0,5,185.365817
0.0,5,185.417889
0.0,5,185.47989
0.0,5,185.568571
2.0,23,185.813263
0.0,5,185.866811
0.0,5,185.910812
0.0,5,185.950252
2.0,23,186.186398
0.0,5,186.237473
0.0,5,186.319274
0.0,5,186.370978
0.0,5,186.442122
0.0,5,186.511395
0.0,5,186.565586
0.0,5,186.628062
0.0,5,186.689608
0.0,5,186.754542
0.0,5,186.808613
0.0,5,186.859615
0.0,5,186.910948
0.0,5,186.981024
0.0,5,187.030094
0.0,5,187.103215
0.0,5,187.156281
0.0,5,187.208282
0.0,5,187.271216
0.0,5,187.329386
0.0,5,187.414109
2.0,23,187.64741
0.0,5,187.700367
0.0,5,187.756368
1.0,17,187.92125
0.0,5,187.995654
0.0,5,188.048726
2.0,23,188.28092
0.0,5,188.324276
0.0,5,188.363035
0.0,5,188.431689
0.0,5,188.483757
0.0,5,188.526825
0.0,5,188.570061
0.0,5,188.618204
2.0,23,188.937249
0.0,5,189.021324
0.0,5,189.074397
0.0,5,189.127488
0.0,5,189.177261
2.0,23,189.47422
0.0,5,189.525814
0.0,5,189.577882
0.0,5,189.643203
1.0,17,189.799314
0.0,5,189.875126
0.0,5,189.919127
0.0,5,189.961196
0.0,5,190.00327
0.0,5,190.051271
0.0,5,190.117735
0.0,5,190.159735
2.0,23,190.356782
0.0,5,190.398537
0.0,5,190.457628
0.0,5,190.523277
0.0,5,190.574441
0.0,5,190.646442
0.0,5,190.707253
0.0,5,190.767182
0.0,5,190.850473
0.0,5,190.904785
0.0,5,190.977101
2.0,23,191.227391
0.0,5,191.296602
2.0,23,191.587668
0.0,5,191.639852
0.0,5,191.694031
1.0,17,191.842883
0.0,5,191.884883
0.0,5,191.965654
0.0,5,192.01374
2.0,23,192.211878
0.0,5,192.252879
0.0,5,192.290879
2.0,23,192.484864
0.0,5,192.540575
0.0,5,192.584575
0.0,5,192.625599
0.0,5,192.666675
0.0,5,192.759201
0.0,5,192.820665
2.0,23,193.066431
0.0,5,193.118048
0.0,5,193.167121
0.0,5,193.234484
0.0,5,193.287377
0.0,5,193.339851
0.0,5,193.40049
0.0,5,193.451021
0.0,5,193.541895
2.0,23,193.758204
1.0,17,193.958667
0.0,5,194.019044
0.0,5,194.079488
0.0,5,194.153424
2.0,23,194.369905
1.0,17,194.530233
0.0,5,194.573758
0.0,5,194.613501
0.0,5,194.688286
2.0,23,194.903092
0.0,5,194.945092
0.0,5,194.986068
0.0,5,195.03407
0.0,5,195.130356
0.0,5,195.192813
2.0,23,195.423341
0.0,5,195.475676
0.0,5,195.524852
0.0,5,195.596851
2.0,23,195.784055
0.0,5,195.854738
0.0,5,195.916258
0.0,5,195.975259
0.0,5,196.072757
0.0,5,196.136049
0.0,5,196.212095
0.0,5,196.273839
0.0,5,196.334307
0.0,5,196.418333
0.0,5,196.471777
0.0,5,196.524975
0.0,5,196.576754
0.0,5,196.626154
0.0,5,196.704591
0.0,5,196.76638
0.0,5,196.819196
0.0,5,196.863269
0.0,5,196.911658
0.0,5,196.978798
0.0,5,197.030798
2.0,23,197.268616
0.0,5,197.320739
1.0,17,197.518382
0.0,5,197.589451
0.0,5,197.640504
0.0,5,197.713079
0.0,5,197.764792
0.0,5,197.814867
0.0,5,197.888998
0.0,5,197.950882
2.0,23,198.229171
0.0,5,198.311173
0.0,5,198.359175
0.0,5,198.428242
0.0,5,198.480383
0.0,5,198.554034
0.0,5,198.621398
0.0,5,198.672603
0.0,5,198.744908
0.0,5,198.787988
2.0,23,199.016808
1.0,17,199.217319
0.0,5,199.267071
2.0,23,199.514903
0.0,5,199.568105
0.0,5,199.61922
0.0,5,199.671806
0.0,5,199.73077
0.0,5,199.816201
0.0,5,199.869185
0.0,5,199.922257
0.0,5,199.995258
0.0,5,200.051259
0.0,5,200.104512
2.0,23,200.322912
0.0,5,200.383937
0.0,5,200.466939
0.0,5,200.523931
0.0,5,200.607375
0.0,5,200.670138
0.0,5,200.732517
2.0,23,200.971263
0.0,5,201.018264
0.0,5,201.102341
0.0,5,201.15434
0.0,5,201.21157
2.0,23,201.427571
0.0,5,201.473574
0.0,5,201.556574
0.0,5,201.609574
0.0,5,201.669163
0.0,5,201.727163
2.0,23,201.899209
0.0,5,201.979211
0.0,5,202.035212
2.0,23,202.230652
0.0,5,202.284653
0.0,5,202.337564
0.0,5,202.432587
2.0,23,202.664581
1.0,17,202.838584
0.0,5,202.889586
0.0,5,202.936588
0.0,5,202.993586
2.0,23,203.206755
0.0,5,203.264753
0.0,5,203.313879
0.0,5,203.348769
0.0,5,203.411768
0.0,5,203.449836
0.0,5,203.496837
0.0,5,203.556838
0.0,5,203.598838
0.0,5,203.650839
0.0,5,203.69884
0.0,5,203.75984
0.0,5,203.816841
0.0,5,203.863113
2.0,23,204.075971
0.0,5,204.115065
0.0,5,204.175428
1.0,17,204.330611
1.0,17,204.479164
2.0,23,204.703167
0.0,5,204.752171
0.0,5,204.799214
0.0,5,204.85746
0.0,5,204.943316
0.0,5,205.013679
0.0,5,205.062763
0.0,5,205.102865
0.0,5,205.140866
0.0,5,205.186866
2.0,23,205.461869
0.0,5,205.515871
0.0,5,205.568789
0.0,5,205.611789
0.0,5,205.650934
0.0,5,205.710852
0.0,5,205.770927
0.0,5,205.850391
2.0,23,206.100008
0.0,5,206.167562
0.0,5,206.223154
0.0,5,206.265155
0.0,5,206.317155
0.0,5,206.366156
2.0,23,206.569159
0.0,5,206.63616
2.0,23,206.882163
0.0,5,206.932164
0.0,5,206.973164
0.0,5,207.011167
0.0,5,207.065166
0.0,5,207.113166
0.0,5,207.178694
0.0,5,207.228701
0.0,5,207.278704
0.0,5,207.349704
0.0,5,207.407705
0.0,5,207.468706
0.0,5,207.534705
0.0,5,207.600707
0.0,5,207.687708
0.0,5,207.748709
0.0,5,207.82171
0.0,5,207.870711
0.0,5,207.912713
2.0,23,208.174678
0.0,5,208.223678
0.0,5,208.28568
0.0,5,208.336681
0.0,5,208.382683
0.0,5,208.438683
0.0,5,208.486685
0.0,5,208.566193
0.0,5,208.628193
0.0,5,208.678195
0.0,5,208.744197
0.0,5,208.792197
0.0,5,208.846196
0.0,5,208.906199
0.0,5,208.955199
0.0,5,209.052712
0.0,5,209.094715
0.0,5,209.144715
2.0,23,209.344717
1.0,17,209.502721
0.0,5,209.561231
0.0,5,209.60923
2.0,23,209.822233
0.0,5,209.869234
1.0,17,210.014237
2.0,23,210.264758
0.0,5,210.31176
0.0,5,210.358274
0.0,5,210.406274
1.0,17,210.562278
2.0,23,210.768306
1.0,17,210.877308
0.0,5,210.920309
0.0,5,210.980309
0.0,5,211.015312
2.0,23,211.226313
0.0,5,211.27534
0.0,5,211.32034
0.0,5,211.364341
0.0,5,211.424346
0.0,5,211.520344
0.0,5,211.568343
0.0,5,211.615345
0.0,5,211.658345
2.0,23,211.808347
0.0,5,211.859348
0.0,5,211.895349
0.0,5,211.929348
0.0,5,211.98735
0.0,5,212.043353
0.0,5,212.114351
0.0,5,212.152352
0.0,5,212.197352
0.0,5,212.2413
0.0,5,212.2853
2.0,23,212.5109
0.0,5,212.5569
0.0,5,212.602933
0.0,5,212.653928
0.0,5,212.700931
2.0,23,212.969932
1.0,17,213.183144
0.0,5,213.245145
0.0,5,213.293146
1.0,17,213.440148
0.0,5,213.489149
0.0,5,213.535149
0.0,5,213.59915
0.0,5,213.684151
0.0,5,213.745152
0.0,5,213.811153
0.0,5,213.871041
0.0,5,213.936789
0.0,5,214.001789
0.0,5,214.060792
0.0,5,214.133791
2.0,23,214.371124
0.0,5,214.420126
0.0,5,214.495126
0.0,5,214.56613
0.0,5,214.63113
0.0,5,214.684129
0.0,5,214.734129
0.0,5,214.784131
0.0,5,214.831133
0.0,5,214.903132
0.0,5,214.962133
0.0,5,215.006133
2.0,23,215.190136
0.0,5,215.25214
0.0,5,215.312137
0.0,5,215.354548
0.0,5,215.404547
0.0,5,215.458548
0.0,5,215.533549
2.0,23,215.766076
1.0,17,215.910831
0.0,5,215.959832
0.0,5,216.002839
0.0,5,216.073606
0.0,5,216.130605
2.0,23,216.39186
1.0,17,216.518862
0.0,5,216.580863
0.0,5,216.629867
0.0,5,216.687865
0.0,5,216.727883
0.0,5,216.785882
2.0,23,217.060887
1.0,17,217.276891
2.0,23,217.552893
0.0,5,217.619895
1.0,17,217.817926
0.0,5,217.897927
1.0,17,218.097262
0.0,5,218.171934
0.0,5,218.223926
2.0,23,218.491292
1.0,17,218.642293
1.0,17,218.800298
0.0,5,218.862297
0.0,5,218.902159
0.0,5,218.94316
0.0,5,218.98116
0.0,5,219.028162
2.0,23,219.311165
0.0,5,219.380169
0.0,5,219.423166
0.0,5,219.464197
0.0,5,219.501199
2.0,23,219.720201
0.0,5,219.787201
0.0,5,219.841202
0.0,5,219.897203
1.0,17,220.063207
0.0,5,220.131207
0.0,5,220.199208
0.0,5,220.250208
0.0,5,220.297209
0.0,5,220.342211
0.0,5,220.429211
0.0,5,220.501212
2.0,23,220.717215
0.0,5,220.777216
0.0,5,220.83525
2.0,23,221.104252
0.0,5,221.147253
0.0,5,221.189253
0.0,5,221.239258
1.0,17,221.405258
0.0,5,221.458258
0.0,5,221.507258
0.0,5,221.587259
0.0,5,221.64626
2.0,23,221.940326
0.0,5,221.997327
2.0,23,222.216286
0.0,5,222.268661
0.0,5,222.321661
0.0,5,222.398732
0.0,5,222.458807
0.0,5,222.504808
0.0,5,222.550808
2.0,23,222.77091
0.0,5,222.814984
0.0,5,222.873142
0.0,5,222.941142
0.0,5,223.00371
0.0,5,223.066711
0.0,5,223.145712
0.0,5,223.219382
0.0,5,223.291554
0.0,5,223.343555
0.0,5,223.396132
0.0,5,223.455869
0.0,5,223.526943
0.0,5,223.579267
0.0,5,223.630267
0.0,5,223.681978
2.0,23,223.948633
2.0,23,224.13754
0.0,5,224.18803
0.0,5,224.240436
0.0,5,224.314506
0.0,5,224.364928
2.0,23,224.605128
0.0,5,224.656467
0.0,5,224.708535
0.0,5,224.779356
1.0,17,224.927726
0.0,5,224.980725
0.0,5,225.047726
0.0,5,225.099946
0.0,5,225.16039
0.0,5,225.232414
0.0,5,225.299453
0.0,5,225.341655
2.0,23,225.572956
0.0,5,225.633029
0.0,5,225.709616
2.0,23,225.945676
0.0,5,225.986213
0.0,5,226.04729
1.0,17,226.234635
1.0,17,226.393453
0.0,5,226.456454
2.0,23,226.649668
0.0,5,226.706944
1.0,17,226.849109
0.0,5,226.90918
2.0,23,227.145114
1.0,17,227.29366
1.0,17,227.454741
0.0,5,227.520404
0.0,5,227.570868
0.0,5,227.639261
0.0,5,227.69196
2.0,23,227.897893
0.0,5,227.992333
0.0,5,228.041701
0.0,5,228.115157
0.0,5,228.158228
0.0,5,228.200229
0.0,5,228.260953
0.0,5,228.310036
2.0,23,228.568758
0.0,5,228.621563
0.0,5,228.674431
0.0,5,228.726806
0.0,5,228.786984
0.0,5,228.860423
2.0,23,229.109674
0.0,5,229.161765
0.0,5,229.233126
0.0,5,229.28057
0.0,5,229.350104
0.0,5,229.394837
0.0,5,229.438844
0.0,5,229.488911
2.0,23,229.735049
0.0,5,229.785125
0.0,5,229.826717
0.0,5,229.8779
0.0,5,229.929217
0.0,5,229.997848
0.0,5,230.057704
2.0,23,230.264975
1.0,17,230.477311
0.0,5,230.520312
1.0,17,230.649238
0.0,5,230.732604
0.0,5,230.81416
0.0,5,230.858646
0.0,5,230.904644
0.0,5,230.956721
0.0,5,231.034722
0.0,5,231.083723
0.0,5,231.137402
0.0,5,231.189778
0.0,5,231.239663
2.0,23,231.501001
0.0,5,231.551941
1.0,17,231.744416
1.0,17,231.928423
0.0,5,231.972891
2.0,23,232.225271
1.0,17,232.401475
0.0,5,232.461476
0.0,5,232.51435
0.0,5,232.572354
0.0,5,232.658899
0.0,5,232.734342
2.0,23,232.946189
0.0,5,232.99662
0.0,5,233.050481
0.0,5,233.118934
0.0,5,233.187934
0.0,5,233.241523
0.0,5,233.327668
0.0,5,233.387797
2.0,24,233.606715
0.0,5,233.681793
0.0,5,233.740809
0.0,5,233.811888
0.0,5,233.854888
0.0,5,233.912253
2.0,23,234.161449
0.0,5,234.210528
0.0,5,234.250528
0.0,5,234.290529
0.0,5,234.35253
0.0,5,234.397599
2.0,23,234.629628
0.0,5,234.679565
0.0,5,234.749635
0.0,5,234.824666
0.0,5,234.873773
0.0,5,234.920841
0.0,5,234.966842
0.0,5,235.014843
0.0,5,235.077317
0.0,5,235.129386
0.0,5,235.199826
0.0,5,235.249827
2.0,23,235.506526
0.0,5,235.581961
0.0,5,235.647492
0.0,5,235.698624
0.0,5,235.756806
0.0,5,235.806158
0.0,5,235.870165
0.0,5,235.938407
0.0,5,235.989477
0.0,5,236.040988
0.0,5,236.090124
2.0,23,236.297648
0.0,5,236.367598
0.0,5,236.41872
0.0,5,236.47061
0.0,5,236.519949
0.0,5,236.579019
0.0,5,236.64402
0.0,5,236.695111
0.0,5,236.747607
2.0,23,236.971197
2.0,23,237.176672
0.0,5,237.22838
0.0,5,237.278382
0.0,5,237.343383
0.0,5,237.385381
0.0,5,237.437383
0.0,5,237.478384
0.0,5,237.518385
0.0,5,237.571385
0.0,5,237.630386
0.0,5,237.696769
2.0,23,237.934297
0.0,5,237.984445
0.0,5,238.035448
1.0,17,238.214589
0.0,5,238.287932
0.0,5,238.331932
2.0,23,238.548575
0.0,5,238.598148
1.0,17,238.724098
0.0,5,238.794978
0.0,5,238.867492
0.0,5,238.939391
0.0,5,239.001469
0.0,5,239.052148
0.0,5,239.112147
0.0,5,239.155141
0.0,5,239.208475
0.0,5,239.263184
0.0,5,239.32269
0.0,5,239.398173
0.0,5,239.441614
0.0,5,239.481686
0.0,5,239.553422
0.0,5,239.611284
0.0,5,239.693599
0.0,5,239.755671
0.0,5,239.817669
0.0,5,239.897693
2.0,23,240.163751
2.0,23,240.41093
1.0,17,240.537027
0.0,5,240.606987
0.0,5,240.666517
0.0,5,240.742175
2.0,23,240.941617
0.0,5,240.991617
0.0,5,241.044751
0.0,5,241.096524
0.0,5,241.160056
0.0,5,241.233086
2.0,23,241.484983
0.0,5,241.526954
0.0,5,241.568954
0.0,5,241.62002
0.0,5,241.687162
0.0,5,241.740883
0.0,5,241.781954
2.0,23,242.004911
1.0,17,242.203427
2.0,23,242.480106
0.0,5,242.537692
0.0,5,242.589766
0.0,5,242.655311
0.0,5,242.707525
0.0,5,242.771676
0.0,5,242.851749
0.0,5,242.905505
2.0,23,243.093544
0.0,5,243.139943
0.0,5,243.210944
0.0,5,243.254012
0.0,5,243.306154
0.0,5,243.370138
0.0,5,243.420841
0.0,5,243.504912
2.0,23,243.750268
1.0,17,243.883507
0.0,5,243.934007
0.0,5,243.989033
0.0,5,244.073033
0.0,5,244.127163
0.0,5,244.19453
0.0,5,244.264438
0.0,5,244.32408
0.0,5,244.412179
0.0,5,244.46674
2.0,23,244.696991
0.0,5,244.758232
0.0,5,244.803309
0.0,5,244.863801
0.0,5,244.914349
0.0,5,244.954422
2.0,23,245.186059
0.0,5,245.229217
0.0,5,245.282216
2.0,23,245.553805
0.0,5,245.629948
1.0,17,245.783354
1.0,17,246.097952
0.0,5,246.176919
2.0,21,246.450934
0.0,5,246.510936
0.0,5,246.586937
0.0,5,246.650938
1.0,16,246.859175
1.0,12,249.653506
0.0,5,249.733758
0.0,5,249.801172
0.0,5,249.849671
0.0,5,249.914669
0.0,5,249.96552
0.0,5,250.038713
1.0,14,250.198201
1.0,17,250.38366
0.0,5,250.47366
0.0,5,250.527177
1.0,14,250.687233
0.0,5,250.751026
0.0,5,250.802097
0.0,5,250.897987
2.0,27,253.636482
0.0,5,253.685483
2.0,29,254.031921
0.0,3,254.068995
0.0,5,254.135261
0.0,5,254.197522
0.0,5,254.303702
0.0,5,254.355143
0.0,5,254.405483
0.0,5,254.470551
0.0,5,254.524551
0.0,5,254.57699
0.0,5,254.629504
0.0,5,254.713552
1.0,16,254.947603
1.0,12,255.091494
0.0,5,255.171156
0.0,5,255.248157
0.0,5,258.216246
0.0,5,258.295359
1.0,12,258.449436
0.0,5,258.504077
1.0,16,258.713772
0.0,5,258.789967
2.0,28,259.123262
0.0,3,259.183703
0.0,5,259.237432
0.0,3,259.268433
0.0,3,259.317435
0.0,5,259.395437
2.0,23,259.65877
0.0,3,259.704843
0.0,5,259.779556
0.0,5,262.593254
0.0,5,262.649254
0.0,5,262.702256
0.0,5,262.742256
0.0,5,262.791711
1.0,12,262.926253
0.0,5,263.001252
0.0,5,263.054256
0.0,5,263.143797
2.0,23,263.381189
0.0,3,263.420049
0.0,5,263.487324
0.0,5,263.531324
1.0,16,263.699961
0.0,3,263.764019
0.0,5,263.816484
0.0,5,263.902098
0.0,5,263.975687
0.0,5,264.027806
0.0,5,264.080898
0.0,3,266.898402
0.0,5,266.966817
0.0,5,267.037454
0.0,5,267.137367
0.0,5,267.199959
0.0,5,267.240962
0.0,5,267.311261
0.0,5,267.376262
2.0,21,267.644469
0.0,5,267.696349
0.0,5,267.737349
0.0,5,267.787349
2.0,23,268.095299
0.0,5,268.151301
0.0,5,268.203302
0.0,3,268.239305
0.0,5,268.313179
0.0,5,268.392858
1.0,16,271.26979
0.0,5,271.343742
2.0,27,271.659379
0.0,5,271.725812
2.0,21,272.038324
0.0,3,272.104132
1.0,13,272.23346
0.0,5,272.284388
0.0,5,272.362387
0.0,3,272.392387
0.0,5,272.434388
0.0,5,272.486388
1.0,14,272.685281
0.0,5,272.755721
0.0,5,275.569153
0.0,5,275.634001
0.0,5,275.696495
1.0,12,275.815718
0.0,5,275.875577
0.0,5,275.927577
1.0,10,275.995732
0.0,5,276.040802
1.0,15,276.205323
0.0,5,276.262323
2.0,23,276.473846
0.0,5,276.546365
0.0,3,276.595939
0.0,5,276.658571
0.0,5,276.746192
0.0,5,276.831655
0.0,5,276.887341
0.0,5,276.932786
0.0,5,279.689372
2.0,24,279.956536
0.0,3,279.985976
1.0,17,280.157964
0.0,5,280.212785
0.0,5,280.414868
0.0,5,280.472827
0.0,5,280.542691
0.0,5,280.597692
1.0,14,280.760517
1.0,16,280.945519
0.0,3,280.995639
0.0,5,281.060278
1.0,17,281.204045
0.0,3,281.230572
0.0,5,281.305573
0.0,5,281.369381
0.0,5,281.451393
0.0,5,281.526394
1.0,14,284.803464
0.0,5,284.880974
0.0,5,284.934974
0.0,5,284.977007
0.0,3,285.00413
0.0,5,285.052127
0.0,5,285.129688
0.0,5,285.183688
0.0,5,285.236131
0.0,5,285.300131
0.0,5,285.349578
0.0,5,285.419647
0.0,5,285.473998
0.0,3,285.530068
0.0,5,285.598068
0.0,5,285.66907
0.0,5,285.73807
0.0,5,285.792071
0.0,5,285.843072
0.0,5,285.897074
0.0,5,285.947074
2.0,23,288.824603
0.0,3,288.860755
1.0,17,289.059332
0.0,3,289.094333
0.0,5,289.157405
0.0,5,289.23757
0.0,5,289.290931
0.0,5,289.333931
0.0,3,289.369933
0.0,5,289.410297
0.0,5,289.463372
0.0,5,289.520769
0.0,5,289.586023
0.0,5,289.639735
1.0,16,289.797854
2.0,29,290.129187
0.0,5,290.183428
2.0,29,293.403621
0.0,3,293.442264
1.0,17,293.600386
0.0,5,293.674385
0.0,3,293.719021
1.0,16,293.904327
0.0,5,293.956415
1.0,17,294.152052
1.0,16,294.316027
0.0,3,294.359103
0.0,5,294.435883
0.0,5,294.51248
2.0,23,297.893346
0.0,5,297.960344
4.0,39,298.476244
0.0,5,298.530681
0.0,5,298.583295
1.0,15,298.77941
0.0,5,298.846714
0.0,5,298.899637
0.0,5,298.973298
0.0,5,299.028813
1.0,16,299.163656
0.0,5,299.243728
0.0,5,302.117185
0.0,5,302.159987
0.0,3,302.189427
0.0,5,302.248496
0.0,5,302.324949
0.0,3,302.35495
0.0,5,302.40695
0.0,5,302.460073
0.0,5,302.518555
0.0,5,302.583554
0.0,5,302.62515
1.0,14,302.756575
0.0,5,302.830724
0.0,5,302.906446
0.0,5,302.98917
0.0,5,303.073807
1.0,16,303.226923
2.0,23,303.475129
0.0,3,303.524131
0.0,5,306.467565
1.0,16,306.63888
1.0,12,306.766984
0.0,5,306.81835
0.0,5,306.883353
0.0,5,306.950422
2.0,21,307.181613
0.0,3,307.211882
0.0,3,307.250883
0.0,5,307.314281
0.0,5,307.39904
0.0,5,307.464574
0.0,5,307.530045
0.0,5,307.606324
0.0,3,307.644865
0.0,5,307.716787
0.0,5,307.770448
0.0,3,307.831925
0.0,5,307.894561
0.0,5,307.957739
0.0,5,308.060738
3.0,39,310.993999
0.0,5,311.047373
1.0,17,311.213744
1.0,17,311.459141
0.0,5,311.548784
1.0,14,311.683785
0.0,5,311.747232
2.0,29,314.925576
0.0,5,314.986719
0.0,2,315.034136
2.0,23,315.360069
0.0,3,315.391142
0.0,3,315.429584
0.0,5,315.490117
1.0,16,315.68933
0.0,5,315.771184
0.0,3,315.822069
0.0,3,315.862131
1.0,15,315.980781
0.0,5,316.068412
0.0,3,316.119928
0.0,5,316.175553
0.0,5,316.250278
1.0,12,316.380256
0.0,5,316.478693
0.0,5,316.577454
0.0,5,316.631454
0.0,5,316.698528
0.0,5,316.750045
0.0,5,316.823621
0.0,3,319.672061
0.0,5,319.731593
1.0,16,319.936076
0.0,3,319.975597
0.0,5,320.039989
1.0,14,320.192083
0.0,5,320.245198
0.0,5,320.316209
1.0,18,320.512415
2.0,23,320.816657
0.0,3,320.857659
0.0,5,320.913658
0.0,5,320.956734
1.0,17,321.157223
0.0,5,323.848125
0.0,5,323.931089
0.0,5,324.011465
0.0,5,324.096109
2.0,21,324.281367
0.0,5,324.374492
0.0,5,324.43845
1.0,16,324.65998
0.0,5,324.729387
0.0,5,324.80109
0.0,5,324.88372
0.0,5,324.939898
2.0,21,325.156635
0.0,5,325.230659
0.0,5,325.273387
0.0,5,325.361305
0.0,5,325.435553
0.0,5,328.286603
0.0,5,328.347858
0.0,5,328.446256
0.0,5,328.518771
0.0,5,328.571946
2.0,23,328.783104
0.0,5,328.845586
0.0,5,328.926688
1.0,12,329.106839
2.0,23,329.342279
0.0,5,329.395284
1.0,15,329.58423
0.0,3,329.623553
0.0,5,329.691546
0.0,5,329.735615
2.0,21,332.550728
0.0,5,332.603352
0.0,5,332.654352
0.0,5,332.753561
0.0,5,332.807625
2.0,21,333.021996
0.0,3,333.061368
1.0,17,333.249684
0.0,5,333.333609
0.0,5,333.410609
0.0,5,333.474866
3.0,39,336.537457
0.0,5,336.598458
0.0,5,336.651521
0.0,5,336.714064
0.0,5,336.774381
0.0,5,336.836643
0.0,5,336.878642
0.0,5,336.952833
0.0,5,337.006517
0.0,5,337.08197
2.0,23,337.368029
0.0,5,337.416032
0.0,5,337.490499
0.0,5,337.544624
0.0,5,337.599034
0.0,5,337.679655
2.0,23,337.889198
0.0,5,337.963273
1.0,16,340.887816
0.0,5,340.951519
2.0,21,341.198042
0.0,5,341.245045
0.0,5,341.300112
0.0,5,341.349779
0.0,5,341.400948
0.0,5,341.49058
0.0,5,341.541022
0.0,5,341.613902
0.0,5,341.667393
0.0,5,341.72093
0.0,5,341.795932
0.0,5,341.872526
0.0,5,341.956228
0.0,5,342.024304
0.0,5,342.077923
0.0,5,342.131
2.0,21,345.196593
0.0,5,345.266766
2.0,23,345.485452
0.0,5,345.535864
1.0,15,345.699815
0.0,5,345.750329
0.0,5,345.833156
0.0,5,345.886595
0.0,5,345.939113
2.0,21,346.177201
0.0,5,346.388859
2.0,23,346.711204
0.0,3,346.75142
0.0,5,349.858145
0.0,5,349.927383
2.0,23,350.213031
0.0,5,350.267104
0.0,5,350.319793
0.0,5,350.369751
1.0,17,350.574839
0.0,5,350.634979
0.0,5,350.686515
0.0,5,350.756012
0.0,5,350.813075
0.0,5,350.883122
0.0,5,350.953632
0.0,5,351.008148
0.0,5,351.060204
0.0,5,351.132014
2.0,21,354.062672
0.0,5,354.125674
0.0,5,354.168674
0.0,5,354.219676
0.0,5,354.270681
0.0,5,354.325675
0.0,5,354.395701
0.0,5,354.438702
0.0,5,354.478703
0.0,5,354.547707
0.0,5,354.605704
0.0,5,354.668706
0.0,5,354.720706
0.0,5,354.762707
0.0,5,354.801708
0.0,5,354.839714
2.0,24,355.123711
1.0,17,355.278749
0.0,5,355.344748
0.0,5,358.034389
0.0,5,358.083391
0.0,5,358.159391
0.0,5,358.230392
0.0,5,358.288393
0.0,5,358.347395
0.0,5,358.408569
0.0,5,358.480143
0.0,5,358.568283
0.0,5,358.621534
0.0,3,358.660535
0.0,5,358.712003
2.0,23,358.943476
2.0,29,359.243526
0.0,3,359.270599
0.0,5,359.322599
0.0,5,359.372674
0.0,5,359.432676
2.0,21,362.532781
0.0,5,362.594856
0.0,5,362.677391
0.0,5,362.729653
0.0,5,362.788259
0.0,5,362.84003
0.0,5,362.902508
2.0,23,363.14366
1.0,17,363.314206
2.0,23,363.593042
0.0,3,363.624771
0.0,5,363.693959
0.0,5,363.752966
0.0,5,363.809037
