#{"t_start": 1696956516.6085868, "env_id": "ALE/Breakout-v5"}
r,l,t2.0,23,3.673779
0.0,5,3.7646282.2.0,28,3.9416271.0.0,5,4.0557592.0,29,4.287665
0.0,5,4.3761131.2.0,20,4.669445
0.0,5,4.7805862.1.0,12,4.92963.2.0,22,5.229231
0.0,5,5.332238
1.0,14,5.570107
0.0,3,5.630105
0.0,5,5.698108
03.0,34,5.8301030.0.0,5,5.9291022.0,23,6.305488
0.0,5,6.410689
0.0,5,6.524972
0.0,5,6.61204
0.0,5,6.7235621.01.0,14,6.8175611.0,14,7.08673.0,41,7.435692
0.0,5,7.532843
2.0,23,7.953579
03.0,37,8.1052270.0.0,5,8.1947380.0.0,5,8.2832891.0,16,8.504771
0.0,5,8.607114
2.0,27,9.153857
0.0,3,9.222968
0.1.0,16,9.653965
0.0,5,9.773361
0.0,5,9.890348
0.0,3,9.93841.0,14,9.865479
2.3.0,39,10.393538
2.0,29,11.010486
0.0,5,11.136404
0.0,5,11.216837
1.0,14,11.515347
0.0,5,11.605745
0.0,3,11.673264
0.0,5,11.770545
0.0,5,11.853814
0.0,5,11.940814
1.0,14,12.278127
1.0,12,12.532994
0.0,5,12.603994
0.0,3,12.642025
0.0,5,12.752.0,23,12.960746
0.0,5,13.084329
0.0,5,13.185852
1.0,16,13.502336
0.0,3,13.570411
1.0,16,13.921871
0.0,2.0,21,14.0280.0,50.0,5,14.1482.0,21,14.513501
0.0,5,14.638647
0.0,5,14.756951
0.0,5,14.857486
0.0,5,14.988679
0.0,5,15.11368
0.0,5,2.0,21,15.441908
0.0,5,15.563581
0.0,5,15.662376
0.0,5,15.72.2.0,1.0,16,16.07240.0,3.0,31,16.716512
0.0,5,16.835411
0.0,3,16.886552
0.0,5,16.987135
1.0,16,17.371017
0.0,5,17.50849
1.0,17,17.891454
0.0,5,17.982986
0.0,5,18.119963
0.0,5,182.0,24,11.0,16,18.1.0,12,10.0,3,18.60.0,5,10.0,5,18.0.0,5,180.0,5,18.1.0,16,19.24956
0.0,5,19.37056
1.0,15,19.668477
0.0,5,19.777536
0.0,5,19.928657
0.0,5,20.055655
0.0,5,20.211658
0.0,5,20.324656
2.0,21,20.784506
0.0,5,20.893505
0.0,5,21.049506
0.0,5,21.155973
1.0,16,21.494159
1.0,17,21.836506
